Hindi|English|Sanskrit
फसल तैयार है।|The crop is ready.|सस्यं सिद्धम् अस्ति।
अगर सूर्य नवम में अशुभ है तो बेलपत्र पर गुड़ रखकर शिवलिंग पर रख दे।|If Sun is inauspicious in the ninth house, then put jaggery on Belpatra and place it on Shivalinga.|नवम्यां यदि सूर्यः अशुभः स्यात् तर्हि बिल्वपत्रे गुडं निदाय शिवलिङ्गस्योपरि संस्थापयेत्।
अगर मंगल शुभ है तो मिठाई का दान मत करे।||If Mars is auspicious then do not donate sweets.मङ्गल: यदि शुभो भवेत् तर्हि मधुरान्नदानं मा कुर्यात्।
अगर केतु अशुभ है तो कान की बाली को उतारकर चौराहे पर फेंक दे।|If Ketu is inauspicious then take off the earring and throw it at the crossroads.|केतुः अशुभः चेत् कर्णवेष्टनं निष्कास्य चतुष्मार्गे क्षिपतु।
अगर शनि पंचम में अशुभ फल दे और शुभ ग्रह की दृष्टि न हो और कोई दोष बन रहा हो तो सुरमे को साफ कागज़ पर डालकर किसी पेड़ के पास दबा दे।|If Saturn gives inauspicious results in the fifth house and there is no aspect of any auspicious planet and any defect is being formed then put Surma on clean paper and bury it near a tree.|यदि शनिः पञ्चमे अशुभफलं दद्दात्, कस्यचित् शुभग्रहस्य दृष्टि: न भवेत्  कश्चन च दोषः निर्मीयते तर्हि अञ्जनं कस्मिंश्चित् स्वच्छकागदे संस्थाप्य कञ्चन वृक्षं निकषा भूमिं निखन्य तत्र प्रपूरयेत्।
कुछ साधारण उपायों से अपना जीवन सुखमय बनाए और बड़ी से बड़ी मुसीबत को हल करे।|Make your life happy with some simple measures and solve even the biggest problems.|कैश्चित् सरलै: उपायै: स्वकीयं सुखमयजीवनं विधातव्यं एवञ्च महतीनां समस्यानां समाधानं कर्त्तव्यम्।
चाहे बीमारी हो,कर्जा हो या धन की कमी हो।|Be it illness, debt or lack of money.|कामं व्याधि: ऋणं वा धनाभाव: वा भवेत्।
दान सोच समझ कर करे।|Donate thoughtfully.|बुद्धिपूर्वकं दानं कुर्यात्।
बुरे ग्रहों का दान करे और अच्छे ग्रहों से संबंधित वस्तु दूसरे से ले।|Donate to bad planets and take things related to good planets from others.|अशुभग्रहाणां कृते दानं कर्तव्यम् एवञ्च शुभग्रहसम्बद्धानि दानवस्तूनि चेत्‌ इतरेभ्यः गृह्णीयात्।
ये छोटे छोटे काम आपके जीवन में शुभ बदलाव लेकर आ सकते है।|These small tasks can bring auspicious changes in your life.|एतानि लघुकार्याणि भवतः जीवने शुभपरिवर्तनम् आनेतुं शक्नुयु:।
अधिक जानकारी और कुंडली दिखाने के लिए सम्पर्क करें।|Contact for more information and horoscope.|इतोऽपि अधिकज्ञानाय एवञ्च कुण्डलीप्रदर्शनाय सम्पर्को विधीयताम्।
राम और श्याम आपस में पन्द्रह मिनट से बात कर रहे है।|Ram and Shyam have been talking to each other for fifteen minutes.|राम: श्याम: च पञ्चदशनिमेषान् परस्परं वार्त्तालापं कुरुत:।
तुम दोनों तीन घंटे से पढ़ रहे हो।|Both of you have been studying for three hours.|युवां होरात्रयम् अधीयाथे।
हमदोनों सुबह से पढ़ रहे हैं।|Both of us have been studying since morning.|आवां प्रातःकालम् अधीवहे।
मैं इस स्कूल में २०१८ से पढ़ रहा हूं।|I am studying in this school since 2018.|अहम् अस्मिन् विद्यालये अष्टादशाधिकानि द्विसहस्राणि वर्षाणि अध्यापये।
हमलोग संस्कृत संभाषण संस्थान में तीन महिनों से संस्कृत सीख रहे हैं।|We have been learning Sanskrit for three months in Sanskrit Sambhaav Sansthan.|वयं संस्कृत-संभाषण-संस्थाने मासत्रयं संस्कृतम् अधीमहे।
राधा सोमवार से एक चित्र बना रही है।|Radha has been making a picture since Monday.|राधा सोमवासरम् चित्रणमेकं करोति।
तुम बिना काम के दो घंटे से क्यों घुम रहे हो?|Why are you wandering for two hours without work?|अकारणम् त्वं होराद्वयं किमर्थं भ्रमसि?
मेरे ससुर पिछले सप्ताह से बीमार है।|My father-in-law has been ill since last week.|मम श्वसुर: गतसप्ताहं रुग्णोऽस्ति।
मैं दो दिनों से व्यस्त हूं।|I have been busy for two days.|अहं दिनद्वयं व्यस्तोऽस्मि।
तुम सब एक घंटे से टी वी देख रहे हो।|You all have been watching TV for an hour.|यूयं होरैकं दूरदर्शनं पश्यथ।
वे सब दो वर्षो से यहां नहीं रह रहे हैं।|All of them have not been living here for two years.|ते वर्षद्वयम् अत्र न निवसन्ति।
लॉकडाउन के कारण विद्यार्थी डेढ़ वर्षों से विद्यालय नहीं जा रहे हैं।|Due to the lockdown, students have not been going to school for one and a half years.|राजकीयसंरोधै: छात्रा: सार्धैकं वर्षं विद्यालयं न गच्छन्ति।
वे लोग चार बजे से इस मैदान में खेल रहे हैं।|They have been playing on this ground since four o'clock.|ते चतुर्वादनम् अस्मिन् खेलक्षेत्रे खेलन्ति।
बीमार होने के कारण यह बच्चा सुबह से कुछ नहीं खा रहा है।|Due to being ill, this child has not been eating anything since morning.|एष शिशु: रुग्णपीडितेन प्रात:कालं किमपि न खादति।
भयंकर गर्मी के कारण हम लोग दो घंटे से पीपल के पेड़ के नीचे बैठकर आराम कर रहे हैं।|Due to the severe heat, we have been sitting and resting under the Peepal tree for two hours.|भीषणै: निदाघै: वयं होराद्वयम् अश्वथवृक्षस्य अध: उपविश्य विश्रामं कुर्म:।
कमल के फूल का दिवाली पूजा में विशेष महत्त्व।|Lotus flower has special importance in Diwali puja.|दीपावलीपूजायां पद्मपुष्पस्य विशिष्टं: महत्त्वम्।
अगर आप माँ लक्ष्मी को प्रसन्न करना चाहते है तो इनकी पूजा में कमल के फूल का इस्तेमाल करे।|If you want to please Goddess Lakshmi, then use lotus flower in her worship.|यदि भवान् मातरं लक्ष्मीं प्रसन्नां कर्तुम् इच्छति तर्हि तस्या: पूजायां पद्मपुष्पस्य प्रयोगं कुर्यात्।
ऐसा करने से घर में सुख समृद्धि आती है और आर्थिक संकट दूर हो जाते है।||एवं करणेन गृहे सुखसमृद्धि: आयाति आर्थिकसंकट: च दूरीभवति।
अगर आपके जीवन में हमेशा धन की परेशानी बनी रहती है तो माँ लक्ष्मी की पूजा करते समय कमल के फूल की भी पूजा करें।|If there is always a financial problem in your life, then while worshiping Goddess Lakshmi, also worship the lotus flower.|यदि भवत: जीवने सर्वदा धनसमस्या भवेत् तर्हि भगवत्या: लक्ष्म्या: पूजनं कुर्वन् पद्मपुष्पस्यापि पूजनं कुर्यात्।
अगर सत्ताईस दिन तक रोज एक कमल का फूल लक्ष्मी जी को अर्पित किया जाय तो अखंड राज्य सुख की प्राप्ति होती है।|If a lotus flower is offered to Goddess Lakshmi every day for twenty-seven days, one attains eternal happiness.|यदि सप्तविंशतिदिनानि यावत् प्रतिदिनं देव्यै लक्ष्म्यै एकस्य पद्मपुष्पस्य अर्पणं कुर्यात् तर्हि अखण्डराज्यसुखस्य प्राप्ति: भवेत्। 
यंहा पर कमल के फूल सस्ते दामों पर उपलब्ध है।|Lotus flowers are available here at cheap prices.|अत्र पद्मपुष्पाणि अल्पमूल्येन उपलभ्यन्ते।
"केदारनाथ को क्यों कहते हैं ?‘जागृत महादेव’।|"Why is Kedarnath called 'Jagruta Mahadeva'?|केदारनाथ: किमर्थं कथ्यते-जागृतो महादेव:।
एक बार एक शिव-भक्त अपने गांव से केदारनाथ धाम की यात्रा पर निकला।|Once a Shiva devotee set out from his village on a journey to Kedarnath Dham.|एकदा एकः शिवभक्तः केदारनाथधामयात्रायां स्वग्रामात् निर्गतवान्।
पहले यातायात की सुविधाएँ तो थी नहीं, वह पैदल ही निकल पड़ा।|Earlier there were no transport facilities, so he set out on foot.|पूर्वं परिवहनस्य सौविध्यं तु नासीत् ,अत: सः पदाभ्यामेव प्रस्थितवान्।
रास्ते में जो भी मिलता केदारनाथ का मार्ग पूछ लेता।|Whoever he met on the way would ask for directions to Kedarnath.|मार्गे यः कोऽपि अमिलत्, तं सः केदारनाथमार्गम् अपृच्छत्।
मन में भगवान शिव का ध्यान करता रहता।|He kept meditating on Lord Shiva in his mind.|मनसा भगवन्तं शिवं ध्यायति स्म।
चलते चलते उसको महीनों बीत गए।|Months passed while he was walking.|चलत: तस्य मासा: व्यतीता:।
आखिरकार एक दिन वह केदार धाम पहुच ही गया।|Finally one day he reached Kedar Dham.|अन्तत: एकस्मिन् दिने स केदारतीर्थं सम्प्राप्तवान् एव।
केदारनाथ में मंदिर के द्वार 6 महीने खुलते है और 6 महीने बंद रहते है।|In Kedarnath the doors of the temple open for 6 months and remain closed for 6 months.|केदारनाथमन्दिरस्य द्वारं षण्मासान् यावत् उद्घटितं भवति षण्मासान् च यावत् पिहितं भवति। 
वह उस समय पर पहुचा जब मन्दिर के द्वार बंद हो रहे थे।|He reached at the time when the doors of the temple were closing.|स तस्मिन्नेव काले आगत: यदा मन्दिरद्वारस्य पिधानकालः आसीत्।
पंडित जी को उसने बताया  वह बहुत दूर से महीनों की यात्रा करके आया है।|He told Panditji that he had come from a long distance after traveling for months.|स पण्डितवर्यं ज्ञापितवान् यत् स मासेभ्यः यात्रां कृत्वा बहुदूरतः आगतोऽस्ति।
पंडित जी से प्रार्थना की - कृपा कर के दरवाजे खोलकर प्रभु के दर्शन करवा दीजिये।|Request to Pandit ji - Please open the doors and let me have darshan of the Lord.|पण्डितवर्यं प्रार्थयत -  अनुगृह्य द्वारमुद्घाट्य प्रभुदर्शनं मां कारयतु।
लेकिन वहां का तो नियम है एक बार बंद तो बंद।|But the rule there is that once it's closed, it's closed.|परन्तु तत्रत्यः तु नियमः अस्ति। एकवारं पिहितं चेत् पिहितम्।
नियम तो नियम होता है।|A rule is a rule.|नियम: तु नियमो भवति।
वह बहुत रोया।|He cried a lot.|स बहु अरोदत्।
बार-बार भगवन शिव को याद किया कि प्रभु बस एक बार दर्शन करा दो।|Repeatedly reminded Lord Shiva that Lord please show me just once.|असकृत् भगवान् शिवः स्मृतः यत् प्रभो!केवलं सकृत् दर्शनं दीयताम् इति।
वह प्रार्थना कर रहा था सभी से, लेकिन किसी ने भी नही सुनी।|He was praying to everyone, but no one listened.|सः सर्वान् प्रार्थयत, किन्तु न कोऽपि अशृणोत्।
पंडित जी बोले - अब यहाँ 6 महीने बाद आना।|Pandit ji said – Now come here after 6 months.|पण्डितवर्यः अवदत् यत् इदानीम् इतः षण्मासेभ्यः परम् आगम्यताम् इति।
6 महीने बाद यहा के दरवाजे खुलेंगे।|The doors here will open after 6 months.|षण्मासेभ्य: परम् अत्रत्यं द्वारम् उद्घाटितं भविता।
यहाँ 6 महीने बर्फ और ठंड पड़ती है।|There is snow and cold here for 6 months.|षण्मासान् अत्र हिमशैत्यं भवति।
और सभी लोग वहां से चले गये।|And everyone left from there.|सर्वे च तत: प्रस्थितवन्त:।
वह वहीं पर रोता रहा।|He kept crying there.|सः तत्रैव रुदन् अतिष्ठत्।
रोते-रोते रात होने लगी और चारों तरफ अँधेरा हो गया।|While crying, night started falling and there was darkness all around.|रुदन् रात्रिः आरब्धा परितः च अन्धकारः व्याप्तः।
लेकिन उसे विस्वास था अपने शिव पर कि वो जरुर कृपा करेगे।|But he had faith in his Shiva that he would definitely bless him.|परन्तु तस्य शिवे विश्वासः आसीत् यत् सः अवश्यमेव अनुग्रहीष्यति।
उसे बहुत भूख और प्यास भी लग रही थी।|He was also feeling very hungry and thirsty.|तेन अतीव क्षुधा पिपासा चापि अनुभूयते स्म।
उसने किसी की आने की आहट सुनी।|He heard someone coming.|सः कस्यचित् आगमनं श्रुतवान्।
देखा एक सन्यासी बाबा उसकी ओर आ रहा है।|He saw that an old asetic coming towards him.|स अपश्यत्।एक: साधुवर्य: तं प्रति आगच्छति।
वह सन्यासी बाबा उस के पास आया और पास में बैठ गया।|That ascetic came to him and sat nearby.|स साधुर्वय: तं निकषा आगम्य तस्य समीपे उपविष्टवान्।
पूछा - बेटा कहाँ से आये हो?|Asked - Son, where have you come from?|अपृच्छत् - पुत्र! कुत: आगच्छ:?
उस ने सारा हाल सुना दिया और बोला - मेरा आना यहाँ पर व्यर्थ हो गया बाबा जी।|He narrated the whole situation and said - Baba ji, my coming here has been in vain.|स सर्ववृत्तान्तं श्रावयित्वा अवदत् - साधुवर्य!मम अत्रागमनं व्यर्थमभवत्।
बाबा जी ने उसे समझाया और खाना भी दिया।|The ascetic explained to him and also gave him food.|साधुवर्य: तस्मै सम्बुध्य भोजनमपि दत्तवान्।
और फिर बहुत देर तक बाबा उससे बाते करते रहे।|And then the venerable old ascetic kept talking to him for a long time.|ततश्च साधुवर्यो बहुकालं यावत् तेन सह वार्तालापमकरोत्।
बाबा जी को उस पर दया आ गयी।|The venerable old ascetic felt pity on him.|साधुवर्य: तस्मिन् दयार्द्र: अभवत्।
वह बोले - बेटा मुझे लगता है सुबह मन्दिर जरुर खुलेगा। तुम दर्शन जरुर करोगे।|He said - Son, I think the temple will definitely open in the morning. You will definitely visit.|स: अवदत् - पुत्र!मया प्रतीयते यत् प्रात: मन्दिरम् अवश्यम् उद्घाटयिष्यते। त्वम् आलोकम् अवश्यं करिष्यसि।
बातों-बातों में इस भक्त को ना जाने कब नींद आ गयी।|Don't know when this devotee fell asleep while talking.|एतस्मिन् वार्त्तालापप्रसङ्गे एव एष भक्त: कदा सुप्तवान् इति न ज्ञातम्।
सूर्य के मद्धिम प्रकाश के साथ भक्त की आँख खुली।|The devotee's eyes opened with the dim light of the sun.|सूर्यस्य मन्दप्रकाशेन सह भक्तस्य नेत्रे उद्घाटिते।
उसने इधर उधर बाबा को देखा, किन्तु वह कहीं नहीं थे।|He looked here and there for Baba, but he was nowhere.|स इतस्तत: साधुवर्यम् अपश्यत्,परन्तु स क्वचिदपि नासीत्।
इससे पहले कि वह कुछ समझ पाता उसने देखा पंडित जी आ रहे है अपनी पूरी मंडली के साथ।|Before he could understand anything, he saw the Pandit coming with his entire group.|एतस्मात् पूर्वं यत् स किञ्चित् अवागमिष्यत्। स: अपश्यत् यत् पण्डितवर्य: स्वकीयया सम्पूर्णमण्डल्या साकम् आयाति।
उस ने पंडित को प्रणाम किया और बोला - कल आप ने तो कहा था मन्दिर 6 महीने बाद खुलेगा?|He bowed to the Pandit and said - Yesterday you said that the temple will open after 6 months?|स पण्डिवर्यं प्रणम्य अवदत्-ह्य: भवान् तु अकथयत् यत् मन्दिरं षण्मासेभ्य: परम् उद्घाटितं भविता?
और इस बीच कोई नहीं आएगा यहां लेकिन आप तो सुबह ही आ गये।|And meanwhile no one will come here but you came in the morning itself.|अत्रान्तरे च कोऽपि अत्र न आगमिष्यति परन्तु भवान् तु प्रातःकाले एव आगतः।
पंडित जी ने उसे गौर से देखा, पहचानने की कोशिश की और पुछा - तुम वही हो जो मंदिर का द्वार बंद होने पर आये थे?जो मुझे मिले थे।छह महीने होते ही वापस आ गए।|Pandit ji looked at him carefully, tried to recognize him and asked - Are you the one who had come when the temple doors were closed? The one whom I had met. He came back as soon as six months had passed.|पण्डितवर्य: तं सम्यक् अवलोक्य तम् अभिज्ञातुं प्रयतमान: पृष्टवान् - किं भवान् स एव अस्ति य: मन्दिरद्वारे पिहिते आगत: आसीत्? यदा मया सह मेलनम् अभवत्। षण्मासेभ्य: परमेव प्रत्यागत:।
उस आदमी ने आश्चर्य से कहा - नही, मैं कहीं नहीं गया।|I met you only yesterday and I slept here at night.|स जन: आश्चर्येण कथितवान् - नैव , अहं क्वचित् न गत:।
कल ही तो आप मिले थे और रात में मैं यहीं सो गया था।|I met you only yesterday and I slept here at night.|ह्य: एव तु भवता साकं मम मेलनम् अभवत् रात्रौ च अहम् अत्रैव सुप्तवान्।
मैं कहीं नहीं गया।|I did not go anywhere.|अहं क्वचित् न गत:।
पंडित जी के आश्चर्य का ठिकाना नहीं था।|There was no limit to pandit's surprise.|पण्डिवर्यस्य आश्चर्यस्य काचित् सीमा नासीत्।
उन्होंने कहा - लेकिन मैं तो 6 महीने पहले मंदिर बन्द करके गया था और आज 6 महीने बाद आया हूँ।|He said - But I had gone to the temple after closing it 6 months ago and have come today after 6 months.|सः अवदत् - परन्तु अहं षण्मासात् पूर्वं मन्दिरं पिधाय गतः आसम् अद्य च षण्मासात् परम् आगतोऽस्मि।
तुम छः महीने तक यहाँ पर जिन्दा कैसे रह सकते हो?|How can you survive here for six months?|कथं भवान् अत्र षण्मासान् यावत् जीवितुं शक्नोति?
पंडित जी और सारी मंडली हैरान थी।|The Pandit and the entire congregation were shocked.|पण्डितवर्य: एवञ्च सर्वे मण्डलीस्था: आश्चर्यचकिता: अभवन्।
इतनी सर्दी में एक अकेला व्यक्ति कैसे छः महीने तक जिन्दा रह सकता है?|How can a single person survive for six months in this cold?|एतावति शैत्ये एक: एकाकी जन: कथं षण्मासान् यावत् जीवितुं शक्नोति?
तब उस भक्त ने उनको सन्यासी बाबा के मिलने और उसके साथ की गयी सारी बाते बता दी।|Then the devotee told him about his meeting with Sanyasi Baba and everything that happened with him.|ततः स भक्तः तेन सन्यासिना सह जातं मेलनं तेन सह च प्रवृत्तं सर्वं वार्तादिकं कथितवान्।
एक सन्यासी आया था - लम्बा था, बढ़ी-बढ़ी जटाये, एक हाथ में त्रिशुल और एक हाथ में डमरू लिए, मृग-शाला पहने हुआ था।|A monk had come - he was tall, with long matted hair, holding a trident in one hand and a drum in the other, and was wearing a deerstalker.|एकः साधु: आगतः आसीत् - लम्बमानाः विस्तृताश्च जटाः तस्य, एकस्मिन् हस्ते त्रिशूलम्, अपरस्मिन् हस्ते च डमरूं धरन् स मृगचर्मधारी आसीत्।
पंडित जी और सब लोग उसके चरणों में गिर गये और बोले - हमने तो जिंदगी लगा दी किन्तु प्रभु के दर्शन ना पा सके और सच्चे भक्त तो तुम हो।तुमने तो साक्षात भगवान शिव के दर्शन कर लिया।|The Pandit and everyone else fell at his feet and said - We have dedicated our lives but could not get the darshan of the Lord and you are the true devotee. You have personally seen Lord Shiva.|पण्डितवर्य: सर्वे च जना तस्य चरणयो: पतित्वा अवदन् - वयं जीवनं व्ययीकृतवन्तः परन्तु भगवतः दर्शनं न प्राप्नुमः तथा च  सत्यभक्तस्तु भवान् अस्ति। भवान् तु भगवत: शिवस्य दर्शनं कृतवान्।
उन्होंने ही अपनी योग-माया से तुम्हारे छह महीने को एक रात में परिवर्तित कर दिया।|With his magic and magic, he transformed your six months into one night.|स एव स्वीयया योगमायया भवत: षण्मासान् एकरात्रौ परिवर्तितवान्।
काल-खंड को छोटा कर दिया।|The time period was shortened.|कालखण्डं लघुं कृतवान्।
यह सब तुम्हारे पवित्र मन, तुम्हारी श्रद्वा और विश्वास के कारण ही हुआ है।|All this has happened because of your pure mind, your faith and belief.|एतत् सर्वं भवतः शुद्धचित्तस्य विश्वासस्य च श्रद्धायाः च कारणात् एव अभवत्।
हम आपकी भक्ति को प्रणाम करते हैं।|We salute your devotion.|वयं भवतो भक्तिं प्रणमाम:।
मुझे दया आ गई।|I felt pity|अहं करुणार्द्रोऽभूवम्।
अब मुझे सब कुछ आ गया।|Now I understood everything.|इदानीं मया सर्वं ज्ञातम्।
उसे सारी बातें याद आ गई।|He remembered everything.|तेन सर्वं वृतान्तं स्मृतम्।
बहुत से वीर खेत आ गए।|Many soldiers were killed on the battlefield|बहव: सैनिका: रणभूमौ हता:।
मेरे दोस्त समय पर मेरे काम आए।|My friends were of help when needed|मम मित्राणि समये सहायका: अभवन्। 
मेरे दोस्त समय पर मेरे काम आए।|My friends helped me when I needed it.|मम मित्राणि आवश्यकतयां सत्यां साहाय्यं कृतवन्ति।
ब्लेड किस काम में आता है?|What is a blade used for?|क्षुरः कस्मिन् कार्ये प्रयुक्तः भवति?
मुझे उसकी हालत पर रोना आता है।||तस्य दुर्दशां दृष्ट्वा अहं कष्टम् अनुभवामि।
क्या तुम्हें नींद नहीं आ रही है?|Are you not feeling sleepy?|किं त्वया निद्रा नानुभूयते?
क्या तुम्हें घड़ी देखने आता है?|Do you know how to tell time?|किं त्वं घटिकायां समयदर्शनं जानासि?
मैं उसकी चालों में आ गया।|I fell for his trick.|अहं तस्य कपटव्यवहारे संश्लिष्टवान्।
मैं उसकी चालों में आ गया।|I fell for his trick.|स मां वञ्चितवान्।
मैं उसकी चालों में आ गया।|I fell for his trick.|तेन अहं वञ्चित:।
